name,price,3G Network,5G,Battery Capacity,Card slot,Display type,GPS,Internal Memory,LTE (4G) Network,NFC,Number of cameras,Operating System,Primary Camera,RAM,Screen size,SIM Multiple,Sim Size,Touch Screen,Wi-Fi,Year,OS version,Selfie Camera,IP Certificate
iphone SE 64gb,200.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iphone 7 32gb,380.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,5 MP,
iphone 6plus 16gb,300.00,Yes Capacitors type,No,2600 Capacitors type,No Capacitors type,IPS Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 12 Capacitors type,,
iphone 6s 32gb,320.00,Yes Capacitors type,No,2100 Capacitors type,No Capacitors type,IPS Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,8 MP,
iphone 6s 16gb,300.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,IOS 15 Capacitors type,8 MP,
iphone 6s 16gb,280.00,Yes Capacitors type,No,2100 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,5 MP,
iphone 6s 16gb,270.00,Yes Capacitors type,No,2100 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,IOS 15 Capacitors type,,
iphone 7 32gb,350.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iphone 5c 16gb,140.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,5 MP,1 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 10 Capacitors type,5 MP,
iphone 6 16gb,200.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 12 Capacitors type,,
iphone 5 32GB,150.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,IPS Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,5 MP,1 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 10 Capacitors type,5 MP,IP5x Capacitors type
აიფონ 5სე,250.00,Yes Capacitors type,No,3500 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,2 GB Capacitors type,5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,iOS 14 Capacitors type,,
iPhone XS 256 GB Gold გაბზარულია უკან,1000.00,Yes Capacitors type,No,2600 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,IPx8 Capacitors type
iphone xs max,1300.00,Yes Capacitors type,No,3300 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,4 GB Capacitors type,6.7 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,,,2019 Y.,,1 MP,
APPLE IPHONE XS 64GB ID: 163260-4,1150.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,7 MP,
iphone XS 256GB,1300.00,Yes Capacitors type,No,4000 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,48 MP,8 GB Capacitors type,5.9 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
iphone 12 pro max,2800.00,Yes Capacitors type,Yes,3600 Capacitors type,No Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,1 MP,
iPhone 6 16 GB განვადებათბს საქართველო კრედო ბანკი,270.00,Yes Capacitors type,No,1700 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,1 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,IOS 15 Capacitors type,12 MP,
"iPhone 8 64GB 1წლიანი გარანტია, განვადება კრედო,",800.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,8 MP,
"iPhone 11ტურბო სიმით 64GB 1 წლიანი გარანტიით , განავადება თ",1400.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,6.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,12 MP,
იყიდება Iphone 6,150.00,Yes Capacitors type,Yes,1800 Capacitors type,,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2014 Y.,,1 MP,
iphone 4s iafad,50.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,,No Capacitors type,16 GB,No Capacitors type,No Capacitors type,Two,iOS Capacitors type,8 MP,512 MB Capacitors type,3.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2011 Y.,,1 MP,
იყიდება Iphone 6,180.00,Yes Capacitors type,Yes,9000 Capacitors type,,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,1 MP,
aifon 7 pliusi,750.00,Yes Capacitors type,No,4000 Capacitors type,No Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,Android Capacitors type,1 MP,,5.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,,,,
iphone 5 16 GB uproblemo,90.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2012 Y.,,2 MP,
iphone 6s,200.00,Yes Capacitors type,No,1700 Capacitors type,,,No Capacitors type,64 GB,No Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,1 MP,
iPhone 6 16 GB,150.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,,1 MP,
"IPhone 8 64 GB -1 წლიანი გარანტიით, განავდებით",1000.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone XR 64GB -1 წლიანი გარანტიით,განავდებით",999.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,12 MP,IP6x Capacitors type
"Apple Iphone 11 Pro 256GB -1 წლიანი გარანტიით, განვადებით",2649.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,12 MP,IP5x Capacitors type
"IPhone X 64GB -1 წლიანი გარანტიით,განვადებით",1399.00,Yes Capacitors type,No,2700 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,7 MP,IPx7 Capacitors type
"IPhone X 64GB -1 წლიანი გარანტიით, განვდებით",999.00,Yes Capacitors type,No,2700 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,7 MP,IPx6 Capacitors type
"IPhone X 64GB -1 წლიანი გარანტიით, განვადებით",1299.00,Yes Capacitors type,No,2700 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,7 MP,IPx7 Capacitors type
"IPhone 8 64GB -1 წლიანი გარანტიით, განვადებით",949.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone 8 64GB GOLD -1 წლიანი გარანტიით, განვადებით",899.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
iphone 7 dazianebulia,170.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,7 MP,
saswrafod!!! iphone 6 plus sim free,180.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,,5 MP,
"IPhone 8 + 64GB -1 წლიანი გარანტიით, განვადებით",1199.00,Yes Capacitors type,No,2600 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,7 MP,IPx7 Capacitors type
"IPhone X 64GB -1 წლიანი გარანტიით, განვადებით",1399.00,Yes Capacitors type,No,2700 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,IPx7 Capacitors type
Apple 8 Plus 64GB - 1 წლიანი გარანტიით განვადებით,1199.00,Yes Capacitors type,No,2600 Capacitors type,No Capacitors type,LTPS IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,7 MP,IPx8 Capacitors type
"IPhone Xs Max 512GB -1 წლიანი გარანტიით, განვადებით",2499.00,Yes Capacitors type,No,3000 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,512 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,7 MP,IPx8 Capacitors type
"IPhone 11 Pro max 64GB -1წლიანი გარანტიით, განვადებით",2949.00,Yes Capacitors type,Yes,3900 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone 6S 32 GB - 1 წლიანი განვადებით, გარანტიით",420.00,Yes Capacitors type,No,1700 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,iOS 13 Capacitors type,5 MP,IP5x Capacitors type
"IPhone 11 Pro Max 64 GB - 1 წლიანი გარანტიით, განავდებით",2799.00,Yes Capacitors type,No,3900 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 13 Capacitors type,12 MP,IP5x Capacitors type
"IPhone 6S Plus 64 GB -1 წლიანი გარანტიით, განვადებით",699.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,iOS 13 Capacitors type,7 MP,IP5x Capacitors type
IPhone XS 64GB -1 წლიანი გარანტიით,1599.00,Yes Capacitors type,No,2600 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone XS 64GB -1 წლიანი გარანტიით, განვადებით",1599.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,IPx7 Capacitors type
"IPhone 6 Plus 16 GB -1 წლიანი გარანტიით, განვადებით",499.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 12 Capacitors type,1 MP,IP5x Capacitors type
iphone 11,1400.00,Yes Capacitors type,No,3400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,6.26 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
iPhone Xs Gold,1300.00,Yes Capacitors type,Yes,4200 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,16 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone XS,1300.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,5 MP,IP5x Capacitors type
Ipone 12 mini sul axali,1830.00,Yes Capacitors type,Yes,3800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,3 MP,8 GB Capacitors type,4.1 Inch,Dual SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,Froyo (2.2–2.2.3) Capacitors type,5 MP,IPx5 Capacitors type
Iphone 7+ AirPods (2And Generation),900.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,,5.4 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,,
iPhone 6 gold 64 gb.,250.00,Yes Capacitors type,No,2800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 7,350.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,5 MP,
Iphone Xs,1350.00,Yes Capacitors type,Yes,2600 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,4 GB Capacitors type,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,1 MP,IPx5 Capacitors type
Iphone 12 pro max,3300.00,Yes Capacitors type,Yes,3700 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,12 MP,IPx8 Capacitors type
Iphone 12 .,2400.00,Yes Capacitors type,Yes,2800 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,12 MP,IP6x Capacitors type
Iphone 11 pro,2300.00,Yes Capacitors type,Yes,3100 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,8 MP,IP6x Capacitors type
iPhone 7 32 Gb,500.00,No Capacitors type,No,1700 Capacitors type,Yes Capacitors type,IPS Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,1 MP,IPx8 Capacitors type
იყიდება სასწრაფოთ,1600.00,Yes Capacitors type,No,800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,,5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,No Capacitors type,,,,
ბლოკის მოხსნა. გასიმფრიება.,Price negotiable,Yes Capacitors type,Yes,3100 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,3 MP,,3.5 Inch,Triple SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2021 Y.,,,
iPhone 8 Plus 64GB Gold,800.00,No Capacitors type,No,2900 Capacitors type,,,No Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,13 MP,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2019 Y.,,8 MP,
iPhone 12 Pro MAX 256GB,3100.00,Yes Capacitors type,Yes,4300 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.67 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,8 MP,IPx8 Capacitors type
iPhone X 64 GB,750.00,Yes Capacitors type,Yes,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,2 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
iphone 5s არ ირთვება,30.00,Yes Capacitors type,No,1300 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,1 MP,2 GB Capacitors type,4.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2012 Y.,iOS 11 Capacitors type,1 MP,IP5x Capacitors type
Apple Iphone 11 pro max 64GB gold,2300.00,Yes Capacitors type,No,3200 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,3 MP,4 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,2 MP,IP5x Capacitors type
Apple Iphone 11 pro max 64GB gold,2300.00,Yes Capacitors type,No,3200 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,3 MP,4 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,2 MP,IP5x Capacitors type
Apple Iphone 11 pro 256GB,2300.00,Yes Capacitors type,No,2400 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,3 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,1 MP,IP5x Capacitors type
